datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2014/11/17 18:24:00,NPP-375,Brasil,MATO GROSSO,CACERES,Pantanal,3,0,0.2,-16.2036,-57.4411,
2014/10/17 05:34:00,NPP-375,Brasil,MATO GROSSO,CACERES,Pantanal,2,0.1,1,-16.2227,-57.5449,
2014/10/10 16:57:00,NPP-375,Brasil,MATO GROSSO,POCONE,Pantanal,3,0,0.9,-16.7680,-56.9423,
2014/11/18 18:05:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,6,0,0.8,-17.2554,-55.9030,
2014/11/19 17:46:00,NPP-375,Brasil,MATO GROSSO,POCONE,Pantanal,5,11.8,0.7,-17.3353,-56.7723,
2014/10/11 18:19:00,NPP-375,Brasil,MATO GROSSO,CACERES,Pantanal,3,1.1,0.9,-16.3203,-58.2700,
2014/10/23 17:53:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,1,-17.9064,-56.0262,
2014/10/16 05:53:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,1,-17.2575,-56.2298,
2014/11/18 20:08:11,NOAA-18,Brasil,MATO GROSSO,POCONE,Pantanal,5,0,0.9,-17.4630,-57.0470,
2014/10/18 20:59:36,NOAA-18,Brasil,MATO GROSSO,CACERES,Pantanal,5,0,1,-16.2610,-58.6390,
2014/11/17 20:30:00,GOES-13,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,1,-17.7400,-56.5300,
2014/10/10 16:57:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,4,0,1,-16.5822,-56.2132,
2014/10/13 17:41:00,NPP-375,Brasil,MATO GROSSO,POCONE,Pantanal,0,0,0.9,-16.4461,-57.0219,
2014/10/28 17:58:00,NPP-375,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,3,0,0.8,-20.1896,-55.7693,
2014/10/19 17:28:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,1.7,0.6,-17.8547,-56.0147,
2014/10/28 17:59:00,NPP-375,Brasil,MATO GROSSO,POCONE,Pantanal,0,1.4,0.9,-17.4273,-57.0742,
2014/10/14 17:21:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0,1,-19.9776,-57.4643,
2014/10/14 17:22:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,8,0,1,-16.5666,-55.5934,
2014/10/11 18:18:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,1,-19.9836,-57.3791,
2014/10/17 05:34:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,11,0,1,-17.1264,-56.3300,
2014/10/23 17:53:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0.3,1,-18.4595,-56.6377,
2014/10/23 17:53:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,1,-17.7045,-55.6287,
2014/10/15 17:03:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,1,-18.5287,-56.3790,
2014/11/16 17:02:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,1,-18.7278,-57.1378,
2014/10/13 17:41:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,1,-17.7926,-56.0171,
2014/11/18 21:00:00,GOES-13,Brasil,MATO GROSSO,CACERES,Pantanal,4,0,1,-16.1000,-58.5400,
2014/11/15 17:21:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.7,-18.6713,-56.9029,
2014/10/15 17:02:00,NPP-375,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,13,0,1,-19.4727,-55.5076,
2014/11/18 20:57:58,NOAA-15,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,3,0,0.7,-17.1260,-56.3490,
2014/10/11 20:38:17,NOAA-18,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,6,0,1,-16.5380,-55.5000,
2014/12/11 17:33:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0.2,0.3,-19.1371,-56.2979,
2014/10/16 18:24:00,NPP-375,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,13,0,1,-19.9623,-55.8527,
2014/10/23 17:53:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,1,-17.8925,-56.0373,
2014/10/09 17:15:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.6,-20.0442,-57.4219,
2014/04/17 16:52:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,0.2,-19.4455,-57.3561,
2014/10/10 16:56:00,NPP-375,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,8,0,1,-19.5593,-55.8210,
2014/10/22 16:31:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,1,0,0.7,-18.3821,-56.1182,
2014/10/09 17:15:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,0.8,-18.3681,-56.1518,
2014/10/29 05:09:00,NPP-375,Brasil,MATO GROSSO,POCONE,Pantanal,0,0.6,0.6,-17.4760,-57.1146,
2014/10/21 16:50:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0.6,1,-17.8745,-56.0091,
2014/11/17 18:24:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,0.7,-18.7038,-56.9487,
2014/11/18 20:57:34,NOAA-15,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,0.8,-18.4240,-55.5550,
2014/10/29 05:09:00,NPP-375,Brasil,MATO GROSSO,POCONE,Pantanal,0,0.5,0.7,-17.4787,-57.1188,
2014/09/01 17:27:00,NPP-375,Brasil,MATO GROSSO DO SUL,RIO VERDE DE MATO GROSSO,Pantanal,7,0,0.9,-18.4414,-55.1880,
2014/10/13 20:14:36,NOAA-18,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0.1,0.8,-20.0000,-57.4670,
2014/10/10 16:56:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,8,0,1,-18.5854,-56.0705,
2014/10/13 17:40:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,1,-18.0660,-56.0824,
2014/10/11 20:38:09,NOAA-18,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,4,0,1,-17.2070,-56.2080,
2014/11/17 18:24:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,0.3,-17.5090,-55.6530,
2014/10/19 04:57:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,8,0.1,0.9,-18.7670,-57.1408,
2014/10/11 20:38:22,NOAA-18,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,10,0,1,-16.3620,-56.0840,
2014/10/23 17:53:00,NPP-375,Brasil,MATO GROSSO DO SUL,RIO VERDE DE MATO GROSSO,Pantanal,4,1.3,1,-18.7394,-55.1572,
2014/10/19 04:57:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,8,0.1,0.9,-18.7583,-57.1481,
2014/11/17 16:44:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,0.1,-17.5971,-56.1038,
2014/10/13 05:09:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,7,0,1,-17.0937,-56.5810,
2014/10/23 17:53:00,NPP-375,Brasil,MATO GROSSO,CACERES,Pantanal,2,1.1,1,-16.3357,-57.3934,
2014/10/08 17:34:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,1,0,0.6,-18.6875,-57.0378,
2014/10/08 05:03:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0,1,-18.6938,-55.4412,
2014/10/09 17:16:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,4,0,0.8,-16.8886,-56.4790,
2014/10/22 16:32:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,2,0,1,-16.4096,-55.9596,
2014/10/20 04:38:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,9.2,0.8,-18.7525,-57.0864,
2014/10/19 17:28:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,10,0,1,-19.3960,-57.5165,
2014/10/31 17:00:00,GOES-13,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.8,-18.7600,-57.0800,
2014/10/15 17:03:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,1,1.6,1,-18.5248,-56.1014,
2014/10/23 17:53:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,1,-17.9609,-55.8669,
2014/10/12 17:59:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,1,-19.9889,-57.3801,
2014/04/17 04:23:00,NPP-375,Brasil,MATO GROSSO DO SUL,PORTO MURTINHO,Pantanal,7,0,0.4,-21.8629,-57.8457,
2014/10/13 17:41:00,NPP-375,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,8,0,1,-16.5472,-55.4632,
2014/10/09 21:00:55,NOAA-18,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,3,0,0.8,-17.0470,-56.4130,
2014/10/15 17:03:00,NPP-375,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,10,3.4,0.6,-16.6820,-55.0734,
2014/04/26 04:54:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,0.7,-19.8103,-57.7037,
2014/10/19 17:28:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,3,0.4,0.9,-16.4163,-55.9511,
2014/10/18 17:46:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,11,0,1,-20.0009,-57.4810,
2014/10/03 17:28:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,1,1.1,0.5,-17.9470,-55.6006,
2014/10/18 17:47:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,10,9,1,-17.2652,-56.1665,
2014/10/12 20:26:49,NOAA-18,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,8,0,1,-16.6890,-55.1080,
2014/10/23 17:53:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,1,-17.9013,-56.0614,
2014/11/18 18:05:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,0.6,-18.3960,-55.5479,
2014/10/28 17:59:00,NPP-375,Brasil,MATO GROSSO,POCONE,Pantanal,4,2.3,1,-17.4949,-57.1170,
2014/10/29 17:40:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0.2,1,-18.5343,-56.8124,
2014/10/22 16:32:00,NPP-375,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,2,0,0.8,-16.3504,-55.4819,
2014/10/23 17:53:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,1,-18.3870,-56.1565,
2014/10/13 18:09:18,NOAA-19,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0.1,0.8,-19.9500,-57.3570,
2014/10/10 16:57:00,NPP-375,Brasil,MATO GROSSO,POCONE,Pantanal,4,0,0.7,-16.9037,-56.9090,
2014/12/10 17:52:00,NPP-375,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,2,1.8,0.1,-19.1915,-55.6477,
2014/11/18 18:05:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0,0.9,-18.3510,-56.2261,
2014/11/14 17:40:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,1,-18.5050,-56.3056,
2014/10/11 05:47:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,5,0,1,-17.0959,-56.3457,
2014/10/17 18:06:00,NPP-375,Brasil,MATO GROSSO,PORTO ESPERIDIAO,Pantanal,2,0,1,-16.2169,-59.0514,
2014/09/10 17:59:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,1,-17.9000,-55.8218,
2014/10/13 17:41:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,8,0.1,1,-18.0387,-57.0317,
2014/11/15 21:00:00,GOES-13,Brasil,MATO GROSSO DO SUL,SONORA,Pantanal,2,0.2,0.2,-17.8000,-55.0900,
2014/10/17 18:05:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,10,0,1,-19.8570,-57.4002,
2014/11/14 17:40:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0,1,-19.4239,-56.5309,
2014/10/12 17:59:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,1,-19.9786,-57.3486,
2014/11/15 20:42:22,NOAA-18,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,1,1.2,0.4,-17.9530,-57.3580,
2014/05/05 17:56:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0,-19.6854,-58.0393,
2014/11/06 18:30:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,1,-19.8431,-57.4926,
2014/10/13 17:41:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,11,0,1,-16.3590,-56.0648,
2014/10/15 17:03:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,1,-17.9752,-55.8862,
2014/10/08 17:34:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.9,-18.7250,-57.1324,
2014/11/04 04:56:00,NPP-375,Brasil,MATO GROSSO,CACERES,Pantanal,1,3,0.9,-16.2806,-57.3700,
2014/10/09 17:16:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,2,0,1,-16.5456,-55.9753,
2014/10/13 17:40:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0.1,0.8,-19.9954,-57.3615,
2014/11/18 20:57:56,NOAA-15,Brasil,MATO GROSSO,POCONE,Pantanal,5,0,0.8,-17.4830,-57.0370,
2014/11/17 16:43:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,1,-18.4330,-56.4490,
2014/11/03 17:46:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,14.2,0.1,-18.0800,-56.9120,
2014/11/17 16:43:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,1,-17.7078,-56.5412,
2014/11/15 04:50:00,NPP-375,Brasil,MATO GROSSO DO SUL,RIO VERDE DE MATO GROSSO,Pantanal,3,0,0.2,-18.5812,-55.1952,
2014/12/11 17:33:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,5.9,0.2,-18.7133,-56.8969,
2014/12/03 16:43:00,NPP-375,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,2,0,0.2,-19.3457,-55.9866,
2014/11/17 20:19:31,NOAA-18,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,0.3,-17.5490,-55.6900,
2014/10/23 17:53:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,1,-17.9122,-56.0336,
2014/10/19 17:27:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,12,0,1,-19.9271,-57.3101,
2014/10/09 17:15:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0,0.8,-18.3114,-55.9501,
2014/11/04 17:28:00,NPP-375,Brasil,MATO GROSSO,POCONE,Pantanal,0,11.4,0.8,-16.3046,-56.6228,
2014/10/22 20:12:53,NOAA-18,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,0,0,0.4,-19.9430,-55.9130,
2014/10/15 17:03:00,NPP-375,Brasil,MATO GROSSO,NOSSA SENHORA DO LIVRAMENTO,Pantanal,9,9.5,1,-15.9543,-56.2928,
2014/11/16 04:31:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,2,0,0.6,-17.0905,-56.3459,
2014/10/23 14:30:00,GOES-13,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.9,-18.1400,-56.2400,
2014/10/20 17:09:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,1.5,1,-18.4979,-56.4683,
2014/10/18 17:46:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,11,0,1,-19.9622,-57.7248,
2014/10/12 18:00:00,NPP-375,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,7,0,1,-16.5406,-55.4704,
2014/12/10 17:52:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,1,0,0,-18.6226,-56.8488,
2014/10/09 17:15:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0,0.8,-19.3740,-56.5121,
2014/11/18 18:05:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,1,-19.9946,-57.3897,
2014/10/17 18:06:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,10,0,1,-16.5940,-56.2504,
2014/10/12 05:28:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,6,0,1,-17.0741,-56.3424,
2014/10/22 16:31:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.7,-18.4046,-56.1242,
2014/11/17 18:24:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0,0.4,-18.2769,-55.9729,
2014/10/11 16:38:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,1,-17.2188,-56.1882,
2014/10/09 04:44:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,1,-17.9014,-56.3774,
2014/10/23 17:53:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0.3,1,-18.5207,-56.4162,
2014/10/18 05:16:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,11,0,1,-19.9163,-57.4232,
2014/10/13 20:14:36,NOAA-18,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0.1,1,-19.9660,-57.3680,
2014/11/17 16:43:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,0.9,-18.3327,-56.2916,
2014/12/20 18:04:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.8,-18.5335,-56.4479,
2014/10/20 20:36:26,NOAA-18,Brasil,MATO GROSSO,CACERES,Pantanal,0,7.2,1,-17.2300,-57.8150,
2014/10/28 05:28:00,NPP-375,Brasil,MATO GROSSO,POCONE,Pantanal,0,1.6,0.9,-17.4506,-57.0865,
2014/10/19 17:28:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0.1,0.9,-18.7442,-57.0839,
2014/10/08 17:35:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,8,0,1,-16.3540,-56.1062,
2014/10/09 17:15:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0,0.8,-19.1407,-55.7739,
2014/10/29 17:40:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,1.4,0.6,-18.7451,-57.1554,
2014/11/16 04:31:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,0.8,-18.3295,-56.2640,
2014/12/10 05:21:00,NPP-375,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,2,0.3,0.3,-19.0562,-55.6567,
2014/10/16 18:24:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,0.8,-20.0139,-57.4469,
2014/11/18 18:05:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0,0.7,-18.3334,-56.2262,
2014/10/28 05:28:00,NPP-375,Brasil,MATO GROSSO,POCONE,Pantanal,0,1.6,0.9,-17.4478,-57.0878,
2014/11/18 18:05:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0,0.7,-18.3347,-56.2325,
2014/10/20 04:38:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,9.4,0.8,-18.7514,-57.0918,
2014/11/18 18:05:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0,0.9,-19.3771,-57.4899,
2014/12/20 18:05:00,NPP-375,Brasil,MATO GROSSO,PORTO ESPERIDIAO,Pantanal,2,0.3,0.1,-15.7163,-58.7042,
2014/12/11 17:33:00,NPP-375,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,6,0.2,-18.7233,-56.8952,
2014/10/11 05:47:00,NPP-375,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,5,0,0.9,-17.1027,-56.3351,
